Text,is_rule,ID,source,base,n_tokens,n_chars,n_deontic,n_quantitative,n_coref,n_ext_ref,has_shall,has_must,has_should,has_may,starts_capital,ends_period,n_commas,n_semicolons,n_numbers
Combustion appliances must operate safely whether or not fans are running.,1,11_UK_DocF_V1_Ventilation | 11_UK_DocF_V2_Ventilation,accord_official,ACCORD Official,11,74,1,0,0,0,0,1,0,0,1,1,0,0,0
Comfort cooling.,0,329_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,2,16,0,0,0,0,0,0,0,0,1,1,0,0,0
Commissioning of ventilation systems.,0,92_UK_DocF_V2_Ventilation,accord_official,ACCORD Official,4,37,0,0,0,0,0,0,0,0,1,1,0,0,0
Common areas in buildings that contain multiple dwellings.,1,2_UK_DocL_V1_ConsrvationOfFuelAndPower | 3_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,8,58,0,0,0,0,0,0,0,0,1,1,0,0,0
"Common spaces in offices, including rooms or spaces used solely or mainly for circulation, such as corridors and lift lobbies, should be provided with either of the following.",0,53_UK_DocF_V2_Ventilation,accord_official,ACCORD Official,28,175,1,0,2,0,0,0,1,0,1,1,3,0,0
Common stair: Serving more than one dwelling.,0,123_UK_DocK_ProtectionFromFalling,accord_official,ACCORD Official,7,45,0,0,0,0,0,0,0,0,1,1,0,0,0
Communal lifts and stairs.,0,47_UK_DocM_V1_AccessAndUseOfBuildings,accord_official,ACCORD Official,4,26,0,0,0,0,0,0,0,0,1,1,0,0,0
Communal lifts.,0,48_UK_DocM_V1_AccessAndUseOfBuildings,accord_official,ACCORD Official,2,15,0,0,0,0,0,0,0,0,1,1,0,0,0
"Communal or common (area, facilities or entrances) Shared area accessed by, or intended for the use of, more than one dwelling.",0,132_UK_DocM_V1_AccessAndUseOfBuildings,accord_official,ACCORD Official,21,127,0,0,0,0,0,0,0,0,1,1,3,0,0
Community heating system A system that supplies heat from a central source to more than one dwelling or premises within a single building.,0,457_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,23,138,0,0,0,0,0,0,0,0,1,1,0,0,0
Community heating systems and district heat networks.,0,75_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,7,53,0,0,0,0,0,0,0,0,1,1,0,0,0
Community heating systems.,0,391_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,3,26,0,0,0,0,0,0,0,0,1,1,0,0,0
Complex details should be avoided wherever possible.,1,154_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,7,52,1,0,0,0,0,0,1,0,1,1,0,0,0
"Compliance should be assessed against only one of requirements M4(1), M4(2) or M4(3) for any given dwelling.",1,1_UK_DocM_V1_AccessAndUseOfBuildings,accord_official,ACCORD Official,20,108,1,0,0,0,0,0,1,0,1,1,1,0,3
"Compressive strength of masonry units:Minimum compressive strength requirements for masonry units according to BS EN Standards are given in Diagram 9, where the masonry units indicated for Conditions A, B and C should have declared compressive strengths of notless than the values given in Table 6.",0,53_UK_DocA_Structure,accord_official,ACCORD Official,47,298,1,2,0,1,0,0,1,0,1,1,2,0,2
Conditions relating to the building of which the wall forms part.,0,27_UK_DocA_Structure,accord_official,ACCORD Official,11,65,0,0,0,0,0,0,0,0,1,1,0,0,0
Conditions relating to the ground.,0,91_UK_DocA_Structure,accord_official,ACCORD Official,5,34,0,0,0,0,0,0,0,0,1,1,0,0,0
Conditions relating to the wall.,0,46_UK_DocA_Structure,accord_official,ACCORD Official,5,32,0,0,0,0,0,0,0,0,1,1,0,0,0
Confirmation that the modules as provided meet or exceed the elemental energy standards of the generic module on which the calculation was based.,0,88_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,23,145,0,0,0,0,0,0,0,0,1,1,0,0,0
Connecting to an existing district heat network or community heating system.,0,285_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,11,76,0,0,0,0,0,0,0,0,1,1,0,0,0
"Consequential improvements should be carried out to ensure that the dwelling complies with Part L of the Building Regulations, to the extent that they are technically, functionally and economically feasible.",0,456_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,30,207,1,0,1,0,0,0,1,0,1,1,2,0,0
"Consequential improvements should be carried out to ensure that the entire building complies with Part L of the Building Regulations to the extent that they are technically, functionally and economically feasible.",0,450_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,31,213,1,0,1,0,0,0,1,0,1,1,1,0,0
Conservatories and porches.,0,423_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,3,27,0,0,0,0,0,0,0,0,1,1,0,0,0
Conservatories with a floor area that does not exceed 30m2 are exempt from the Part F requirements.,0,159_UK_DocF_V1_Ventilation,accord_official,ACCORD Official,17,99,0,1,0,0,0,0,0,0,1,1,0,0,0
Consideration of technical risk.,0,2_UK_DocG_Sanitation,accord_official,ACCORD Official,4,32,0,0,0,0,0,0,0,0,1,1,0,0,0
"Consideration should be given to good sight lines and the design and location of lecture equipment (demonstration table, lectern, projection screen) to ensure that patterned walls, poor interior lighting or very bright natural back-lighting does not have a detrimental effect on the ability of people to receive information from a sign language interpreter or a lip speaker (see 4.32 to 4.34).",0,135_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,64,393,1,0,0,2,0,0,1,0,1,1,3,0,2
Consideration should be given to installing a chemical sanitary waste disposal unit in wheelchair-accessible WC accommodation.,1,164_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,17,126,1,0,1,0,0,0,1,0,1,1,0,0,0
"Consideration should be given to installing a fold-down table, e.g. for baby changing.",1,168_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,15,86,1,0,0,1,0,0,1,0,1,1,1,0,0
Consideration should be given to providing a low level urinal for children in male washrooms.,1,174_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,15,93,1,0,0,0,0,0,1,0,1,1,0,0,0
Consideration should be given to providing an area next to certain seats for an assistance dog to rest.,1,131_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,18,103,1,0,0,0,0,0,1,0,1,1,0,0,0
Consideration should be given to the power requirements of essential (e.g. life safety) systems.,1,323_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,15,96,1,0,0,0,0,0,1,0,1,1,0,0,0
"Consideration should be given to the provision of a second handrail on stairs in a wide range of building types, and particularly in schools, for use by children and people of short stature.",1,59_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,33,190,1,0,0,0,0,0,1,0,1,1,2,0,0
Constructing an extension in buildings with a total useful floor area greater than 1000m2 triggers the requirement for consequential improvements.,0,414_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,20,146,0,1,0,0,0,0,0,0,1,1,0,0,0
Construction joint details should be calculated using both of the following.,0,154_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,11,76,1,0,1,0,0,0,1,0,1,1,0,0,0
Construction materials and workmanship.,0,49_UK_DocA_Structure,accord_official,ACCORD Official,4,39,0,0,0,0,0,0,0,0,1,1,0,0,0
Construction of ramps.,0,56_UK_DocK_ProtectionFromFalling,accord_official,ACCORD Official,3,22,0,0,0,0,0,0,0,0,1,1,0,0,0
Construction over openings and recesses should be adequately supported.,1,67_UK_DocA_Structure,accord_official,ACCORD Official,9,71,1,0,0,0,0,0,1,0,1,1,0,0,0
Consumer units should be mounted so that the switches are between 1350mm and 1450mm above floor level.,1,126_UK_DocM_V1_AccessAndUseOfBuildings,accord_official,ACCORD Official,17,102,1,0,0,0,0,0,1,0,1,1,0,0,0
Continuous mechanical extract ventilation systems.,0,59_UK_DocF_V1_Ventilation,accord_official,ACCORD Official,5,50,0,0,0,0,0,0,0,0,1,1,0,0,0
Continuous mechanical extract ventilation.,0,98_UK_DocF_V1_Ventilation,accord_official,ACCORD Official,4,42,0,0,0,0,0,0,0,0,1,1,0,0,0
Continuously running fans should be set up to operate without occupant intervention but may have manual or automatic controls for selecting the high rate of operation.,1,65_UK_DocF_V1_Ventilation,accord_official,ACCORD Official,26,167,2,0,0,0,0,0,1,1,1,1,0,0,0
"Contrast visually, when used to indicate the visual perception of one element of the building, or fitting within the building, against anOthers means that the difference in light reflectance value between the two surfaces is greater than 30 points.",0,28_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,39,248,0,1,0,0,0,0,0,0,1,1,3,0,1
Control of heat losses from pipework is dealt with under Part L of the Building Regulations and the guidance in Approved Document L should be followed.,0,12_UK_DocO_Overheating,accord_official,ACCORD Official,26,151,1,0,0,0,0,0,1,0,1,1,0,0,0
Control of ventilation intakes.,0,123_UK_DocF_V1_Ventilation | 71_UK_DocF_V2_Ventilation,accord_official,ACCORD Official,4,31,0,0,0,0,0,0,0,0,1,1,0,0,0
Control of ventilation.,0,62_UK_DocF_V1_Ventilation,accord_official,ACCORD Official,3,23,0,0,0,0,0,0,0,0,1,1,0,0,0
Control should be maximised and heat gain to uninsulated pipes should only be permitted where the proportion of the cooling load relating to distribution pipework is less than 1 of the total load.,1,177_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,33,196,1,1,0,0,0,0,1,0,1,1,0,0,1
Controls for offices.,0,57_UK_DocF_V2_Ventilation,accord_official,ACCORD Official,3,21,0,0,0,0,0,0,0,0,1,1,0,0,0
Controls should be installed which modify the input charge in response to both of the following.,0,313_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,16,96,1,0,1,0,0,0,1,0,1,1,0,0,0
Controls should be provided for ventilators so that the ventilation in each room can be adjusted.,1,58_UK_DocF_V2_Ventilation,accord_official,ACCORD Official,16,97,1,0,0,0,0,0,1,0,1,1,0,0,0
Controls.,0,217_UK_DocF_V1_Ventilation | 244_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,1,9,0,0,0,0,0,0,0,0,1,1,0,0,0
Cooling pipework should be insulated along its whole length.,1,176_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,9,60,1,0,0,0,0,0,1,0,1,1,0,0,0
"Correspondence from at least two of the providers that declined to provide any connection to a relevant connection, clearly stating the reason why (where 3c applies).",0,75_UK_DocR_V1_InfrastructureForElectircalCommunications,accord_official,ACCORD Official,26,166,0,1,0,0,0,0,0,0,1,1,1,0,0
"Corridors and passageways should be wide enough to allow people with buggies, people carrying cases or people on crutches to pass Otherss on the access route.",1,96_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,26,158,1,0,0,0,0,0,1,0,1,1,1,0,0
"Corridors and passageways will satisfy Requirement M1 or M2 if:a. elements such as columns, radiators and fire hoses do not project into the corridor , or where this is unavoidable , a means of directing people around them, such as a visually contrasting guard rail, is provided ; b. they have an unobstructed width (excluding any projections into the space) along their length of at least 1200mm ; c. where they have an unobstructed width of less than 1800mm , they have passing places at least 1800mm long and with an unobstructed width of at least 1800mm at reasonable intervals , e.g.",0,100_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,98,588,0,2,3,0,0,0,0,0,1,1,7,2,0
Covered car parks in buildings undergoing material change of use or major renovation.,0,56_UK_DocS_InfrastructureForChargingOfElectricalVehicles,accord_official,ACCORD Official,13,85,0,0,0,0,0,0,0,0,1,1,0,0,0
Critical situations for design should be selected that reflect the conditions that can reasonably be foreseen as possible during the life of the building.,0,126_UK_DocA_Structure,accord_official,ACCORD Official,24,154,1,0,0,0,0,0,1,0,1,1,0,0,0
"Cupboard onto landing1.22  Landings should be level, with the following exception.",0,43_UK_DocK_ProtectionFromFalling,accord_official,ACCORD Official,12,82,1,0,1,0,0,0,1,0,1,1,1,0,1
D1.,0,8_UK_DocD_ToxicSubstances,accord_official,ACCORD Official,1,3,0,0,0,0,0,0,0,0,1,1,0,0,0
"Dead load, imposed load and wind load should be in accordance with the current Codes of practice referred to in Section 1 of this document.",0,6_UK_DocA_Structure,accord_official,ACCORD Official,25,139,1,0,1,1,0,0,1,0,1,1,1,0,1
Demonstrating compliance.,0,261_UK_DocF_V1_Ventilation,accord_official,ACCORD Official,2,25,0,0,0,0,0,0,0,0,1,1,0,0,0
Design and installation P1.,0,2_UK_DocP_ElectricalSafety,accord_official,ACCORD Official,4,27,0,0,0,0,0,0,0,0,1,1,0,0,0
Design and installation of directly  or indirectly heated hot water  storage systems.,0,95_UK_DocG_Sanitation,accord_official,ACCORD Official,12,85,0,0,0,0,0,0,0,0,1,1,0,0,0
Design of guarding.,0,76_UK_DocK_ProtectionFromFalling,accord_official,ACCORD Official,3,19,0,0,0,0,0,0,0,0,1,1,0,0,0
Design of secure doorsets.,0,9_UK_DocQ_Security_Dwellings,accord_official,ACCORD Official,4,26,0,0,0,0,0,0,0,0,1,1,0,0,0
Design of secure windows.,0,19_UK_DocQ_Security_Dwellings,accord_official,ACCORD Official,4,25,0,0,0,0,0,0,0,0,1,1,0,0,0
Design provisions.,0,93_UK_DocA_Structure,accord_official,ACCORD Official,2,18,0,0,0,0,0,0,0,0,1,1,0,0,0
"Designers should also be aware that glazed screens in front of the reception point, or light sources or reflective wall surfaces, such as glazed screens, located behind the reception point, could compromise the ability of a person with a hearing impairment to lip read or follow sign language.",1,85_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,48,293,1,0,1,0,0,0,1,0,1,1,4,0,0
Designs should clearly indicate means to limit disruption to the insulation.,1,150_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,11,76,1,0,1,0,0,0,1,0,1,1,0,0,0
"Developers may state in the connectivity plan, with supporting evidence, that at least two suitable network operators have declined to respond to the developer within the 30 working day period.",0,61_UK_DocR_V1_InfrastructureForElectircalCommunications,accord_official,ACCORD Official,30,193,1,1,0,1,0,0,0,1,1,1,2,0,1
Developers should work with network operators to provide a gigabit-capable public electronic communications network connection for each new dwelling erected unless the cost exceeds the cost cap of 2000 per dwelling or the network operator declines to provide a connection.,1,38_UK_DocR_V1_InfrastructureForElectircalCommunications,accord_official,ACCORD Official,41,272,1,0,0,0,0,0,1,0,1,1,0,0,1
Diagram 5  Schematic example of gigabit-ready physical infrastructure for an individual dwelling.,0,23_UK_DocR_V1_InfrastructureForElectircalCommunications,accord_official,ACCORD Official,13,97,0,0,0,0,0,0,0,0,1,1,0,0,1
